Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,Year Built,Full Bath,Year Remod/Add,TotRms AbvGrd,Lot Area,Neighborhood,House Style,Exterior 1st,SalePrice
5,1567,2.0,440.0,840.0,840,1940,1,1950,6,13680,Crawfor,1.5Fin,Wd Sdng,205000
6,1494,1.0,213.0,771.0,753,1942,1,1950,7,7500,Crawfor,2Story,Wd Sdng,177500
5,1308,1.0,256.0,728.0,976,1940,1,1950,7,9600,Crawfor,1.5Fin,MetalSd,160000
5,1273,1.0,307.0,1273.0,1273,1960,1,1960,5,14680,Crawfor,1Story,MetalSd,155000
5,964,2.0,432.0,876.0,964,1921,1,2006,5,13360,Crawfor,1Story,Wd Sdng,163500
5,1343,1.0,186.0,731.0,820,1921,1,1950,7,7681,Crawfor,1.5Fin,Wd Sdng,154900
7,2480,2.0,400.0,920.0,1240,1940,2,1950,13,8145,Crawfor,2.5Unf,Wd Sdng,205000
5,1112,1.0,390.0,1112.0,1112,1954,1,1954,6,9100,Crawfor,1Story,BrkFace,144800
7,1564,1.0,234.0,704.0,860,1941,1,1950,7,12000,Crawfor,2Story,MetalSd,174500
6,1561,2.0,463.0,1561.0,1561,1960,2,1960,6,13339,Crawfor,1Story,HdBoard,193000
5,1523,1.0,295.0,1067.0,986,1949,2,2005,7,15600,Crawfor,1.5Fin,BrkComm,158000
6,1152,1.0,300.0,1092.0,1152,1950,1,2004,6,14000,Crawfor,1Story,HdBoard,158500
6,1906,2.0,576.0,1310.0,1906,1954,1,1954,6,17500,Crawfor,1Story,HdBoard,224000
6,1032,2.0,452.0,516.0,516,1980,1,1980,5,1733,Blueste,2Story,MetalSd,115000
6,1229,2.0,462.0,561.0,561,1980,1,1992,5,1488,Blueste,2Story,MetalSd,137000
6,1229,2.0,462.0,561.0,561,1980,1,1980,5,1612,Blueste,2Story,MetalSd,121000
6,1229,2.0,462.0,561.0,561,1980,1,1980,5,1300,Blueste,2Story,MetalSd,124000
6,1982,2.0,501.0,572.0,1182,1986,2,1986,6,13607,Crawfor,SLvl,VinylSd,208000
7,2365,2.0,551.0,1803.0,2365,1971,2,2009,7,17597,Crawfor,1Story,BrkFace,315000
6,1680,2.0,540.0,880.0,1680,1988,2,2007,5,21695,Crawfor,1Story,Wd Sdng,222000
5,1344,1.0,468.0,672.0,672,1920,1,1997,6,10690,IDOTRR,2Story,VinylSd,147000
5,2168,2.0,576.0,760.0,928,1900,2,1993,11,8660,IDOTRR,2Story,AsbShng,123000
5,1192,1.0,189.0,596.0,596,1920,1,1950,6,6402,IDOTRR,2Story,Wd Sdng,78000
3,1526,0.0,0.0,1013.0,1013,1915,1,1982,6,8470,IDOTRR,1.5Fin,Plywood,85000
4,572,1.0,200.0,572.0,572,1925,1,1950,4,10200,IDOTRR,1Story,MetalSd,75000
8,1648,2.0,482.0,1596.0,1648,2007,2,2008,5,3843,Crawfor,1Story,CemntBd,230000
2,810,1.0,280.0,0.0,810,1910,1,1950,4,21780,IDOTRR,1Story,Wd Sdng,57625
8,2052,3.0,642.0,1107.0,1040,2000,2,2001,7,10125,Mitchel,2Story,CemntBd,251000
7,2149,2.0,670.0,1434.0,1518,2003,1,2003,6,12822,Mitchel,1.5Fin,VinylSd,239686
7,1710,2.0,550.0,1710.0,1710,2004,2,2005,7,12118,Mitchel,1Story,VinylSd,240000
6,1961,2.0,560.0,804.0,804,2001,2,2002,7,12209,Mitchel,2Story,VinylSd,215000
6,926,1.0,351.0,902.0,926,1977,1,1977,5,9750,Mitchel,SFoyer,Plywood,156450
6,1287,2.0,541.0,957.0,1287,1977,1,1977,5,9360,Mitchel,SFoyer,Plywood,173000
5,1734,2.0,539.0,0.0,1302,1977,2,1977,8,10125,Mitchel,1.5Fin,Plywood,126000
7,1217,2.0,497.0,1188.0,1217,1990,2,1991,6,9947,Mitchel,SLvl,HdBoard,173000
5,1595,2.0,672.0,1582.0,1595,1991,2,1991,5,11070,Mitchel,1Story,HdBoard,152000
6,1344,2.0,525.0,819.0,1344,1958,1,1958,7,14375,Timber,SLvl,HdBoard,137500
7,2036,2.0,513.0,2136.0,2036,1965,2,1965,8,215245,Timber,1Story,BrkFace,375000
9,1620,3.0,912.0,1620.0,1620,2007,2,2008,6,12898,Timber,1Story,VinylSd,315500
7,1692,2.0,650.0,846.0,846,2009,2,2009,6,13159,Timber,2Story,VinylSd,224500
9,2036,3.0,780.0,2190.0,2036,2008,2,2008,9,13438,Timber,1Story,CemntBd,410000
9,1641,3.0,885.0,1641.0,1641,2008,2,2008,7,14463,Timber,1Story,CemntBd,316500
8,1466,3.0,610.0,1466.0,1466,2007,2,2007,7,8925,Timber,1Story,VinylSd,201000
6,1412,2.0,576.0,1392.0,1412,1988,2,1988,6,11457,Timber,1Story,HdBoard,175000
6,2237,2.0,440.0,712.0,1375,1980,2,2006,7,9839,Timber,2Story,MetalSd,204000
7,1479,2.0,578.0,1645.0,1479,1987,2,1989,7,14419,Timber,SLvl,Plywood,213500
8,1296,2.0,471.0,1267.0,1296,2001,2,2002,6,6853,Timber,1Story,VinylSd,220000
7,2014,2.0,486.0,912.0,1072,2003,2,2003,9,9157,Timber,2Story,VinylSd,170000
9,1838,3.0,765.0,1838.0,1838,2006,2,2006,8,14601,Timber,1Story,VinylSd,315000
9,1978,3.0,920.0,1978.0,1978,2007,2,2007,7,12633,Timber,1Story,CemntBd,425000
5,1008,1.0,384.0,1008.0,1008,1968,1,1968,6,12518,Mitchel,1Story,HdBoard,139500
5,1771,2.0,336.0,0.0,1771,1960,1,2006,9,21750,Mitchel,1Story,HdBoard,115000
6,1204,2.0,412.0,1204.0,1204,1998,2,1998,5,4500,Mitchel,1Story,VinylSd,162000
6,1224,2.0,402.0,1224.0,1224,1999,2,1999,5,4500,Mitchel,1Story,VinylSd,165000
4,988,1.0,297.0,462.0,526,1973,1,1973,5,1596,MeadowV,SLvl,CemntBd,91000
5,874,1.0,288.0,864.0,874,1968,1,1968,5,9858,Mitchel,1Story,HdBoard,130000
4,630,1.0,286.0,630.0,630,1970,1,2002,3,1526,MeadowV,SFoyer,CemntBd,86000
5,1404,2.0,504.0,1188.0,1404,1969,2,2000,7,13383,Mitchel,1Story,HdBoard,160000
4,630,1.0,286.0,630.0,630,1970,1,1970,3,1477,MeadowV,SFoyer,CemntBd,80000
4,1344,0.0,0.0,546.0,798,1970,1,2008,6,1533,MeadowV,2Story,CemntBd,97000
4,1092,1.0,286.0,546.0,546,1970,1,1970,6,2217,MeadowV,2Story,CemntBd,88000
5,796,1.0,336.0,796.0,796,1972,1,1972,4,7689,Mitchel,SFoyer,MetalSd,131900
6,1091,1.0,429.0,384.0,1091,1993,1,1996,5,7706,Mitchel,SLvl,HdBoard,131250
5,1110,2.0,602.0,1097.0,1110,1978,1,1978,4,9101,Mitchel,SFoyer,Plywood,165500
5,833,0.0,0.0,833.0,833,1985,1,1985,5,8780,Mitchel,1Story,HdBoard,112000
5,883,2.0,698.0,828.0,883,1992,1,1993,5,7669,Mitchel,SFoyer,HdBoard,149000
5,1362,2.0,480.0,796.0,796,1993,1,1995,5,14115,Mitchel,1.5Fin,VinylSd,143000
5,1287,2.0,440.0,624.0,624,1992,1,1992,6,10429,Mitchel,2Story,HdBoard,130000
6,1567,2.0,714.0,1567.0,1567,1977,2,1977,5,9819,Mitchel,1Story,Plywood,196000
5,1632,2.0,898.0,784.0,784,1969,1,1969,7,10457,Mitchel,2Story,VinylSd,173000
6,1414,2.0,601.0,1184.0,1414,1958,1,2002,6,11029,NAmes,1Story,MetalSd,176500
6,2117,2.0,550.0,1205.0,2117,1970,2,1970,7,12925,NAmes,1Story,BrkFace,237500
6,2112,2.0,576.0,952.0,1092,1969,2,1969,9,11075,NAmes,2Story,HdBoard,206900
6,1604,2.0,470.0,926.0,926,1997,2,1998,7,8702,Gilbert,2Story,VinylSd,187500
6,1470,2.0,420.0,680.0,680,1995,2,1996,7,8139,Gilbert,2Story,VinylSd,165000
6,1604,2.0,472.0,926.0,926,1998,2,1998,7,9535,Gilbert,2Story,VinylSd,195500
6,1638,2.0,472.0,943.0,943,1998,2,1998,7,9042,Gilbert,2Story,VinylSd,192000
6,1636,2.0,386.0,916.0,916,1996,2,1996,7,15038,Gilbert,2Story,HdBoard,173000
5,1384,2.0,404.0,1348.0,1384,1996,2,1997,7,14137,Gilbert,1Story,HdBoard,177900
7,1446,2.0,406.0,729.0,729,1996,2,1997,6,21872,Gilbert,2Story,HdBoard,175000
8,1593,2.0,682.0,1593.0,1593,2001,1,2002,5,4923,StoneBr,1Story,CemntBd,286000
8,1682,2.0,528.0,1664.0,1682,1997,1,1997,6,6264,StoneBr,1Story,CemntBd,247900
8,1337,2.0,462.0,1337.0,1337,1993,2,1993,5,5395,StoneBr,1Story,HdBoard,180000
8,1280,2.0,506.0,1280.0,1280,1992,2,1992,5,5070,StoneBr,1Story,HdBoard,180000
6,1604,2.0,470.0,926.0,926,1997,2,1998,7,10839,Gilbert,2Story,VinylSd,181000
6,1633,2.0,460.0,932.0,932,1998,2,1998,7,11184,Gilbert,2Story,VinylSd,183000
6,1658,2.0,431.0,773.0,773,1995,2,1996,8,8000,Gilbert,2Story,HdBoard,188000
7,1895,2.0,409.0,712.0,1086,1994,2,1996,7,10832,Gilbert,2Story,MetalSd,194500
6,1709,2.0,416.0,836.0,851,1991,2,1991,7,14067,Gilbert,2Story,HdBoard,185000
8,1228,2.0,472.0,1228.0,1228,1988,2,1989,5,4671,StoneBr,1Story,HdBoard,189000
8,1337,2.0,462.0,1337.0,1337,1989,2,1989,5,5950,StoneBr,1Story,HdBoard,188500
8,2500,3.0,683.0,1168.0,1168,2005,3,2005,9,13543,StoneBr,2Story,VinylSd,355000
9,2504,3.0,656.0,1122.0,1134,2005,2,2007,11,11198,StoneBr,2Story,VinylSd,325000
9,1884,3.0,670.0,1884.0,1884,2004,2,2004,7,15401,StoneBr,1Story,VinylSd,387000
6,1474,2.0,495.0,1632.0,1474,1952,1,1952,7,31220,Gilbert,1Story,BrkFace,115000
9,1710,2.0,557.0,1710.0,1710,2007,2,2007,6,8118,StoneBr,1Story,MetalSd,334000
6,1488,2.0,738.0,1488.0,1488,1950,2,1950,6,47280,Gilbert,1Story,AsbShng,133000
7,2093,2.0,542.0,791.0,1236,1986,2,1991,7,20544,NWAmes,2Story,Plywood,215000
7,1688,2.0,528.0,1675.0,1688,1988,2,1988,6,12680,NWAmes,1Story,Plywood,226500
6,1422,2.0,576.0,1422.0,1422,1981,2,1981,7,12090,NWAmes,1Story,MetalSd,175500
7,1260,2.0,598.0,1260.0,1260,1983,2,1983,6,10825,NWAmes,1Story,WdShing,181900
7,2064,2.0,550.0,2048.0,2064,1978,2,1978,7,18559,NWAmes,1Story,Plywood,235000
7,1782,2.0,551.0,1782.0,1782,1979,2,1979,6,14450,NWAmes,1Story,Plywood,220000
6,2872,2.0,619.0,1330.0,1542,1977,2,1995,11,12227,NWAmes,2Story,HdBoard,272000
6,1211,2.0,461.0,1211.0,1211,1976,2,1976,6,13068,NWAmes,1Story,HdBoard,161000
5,1126,2.0,540.0,1126.0,1126,1977,2,1977,6,15611,NWAmes,1Story,VinylSd,175000
7,2044,2.0,489.0,738.0,1277,1980,2,1988,7,10400,NWAmes,2Story,HdBoard,185000
5,1308,2.0,484.0,720.0,720,1969,1,1969,7,9743,NWAmes,2Story,VinylSd,146900
7,2840,4.0,1314.0,1420.0,1420,1978,2,1978,8,12511,NWAmes,2Story,Plywood,292500
6,1523,2.0,478.0,1193.0,1523,1976,2,1976,7,11361,NWAmes,1Story,Plywood,180000
6,1444,2.0,473.0,1444.0,1444,1976,2,1976,5,10400,NWAmes,1Story,HdBoard,159900
7,1964,2.0,483.0,803.0,1098,1976,2,1976,8,10480,NWAmes,2Story,Plywood,205000
5,1178,2.0,439.0,1176.0,1178,1973,1,2000,5,10000,NWAmes,1Story,HdBoard,157000
8,2340,3.0,787.0,1236.0,1236,1996,2,1996,9,14311,NWAmes,2Story,VinylSd,306000
5,1792,2.0,480.0,896.0,896,1974,2,1974,8,9000,NAmes,2Story,VinylSd,133000
6,1054,2.0,460.0,1054.0,1054,1969,1,1969,6,9750,NAmes,1Story,HdBoard,151000
4,936,1.0,288.0,936.0,936,1969,1,1969,4,10295,NAmes,1Story,HdBoard,111900
5,864,2.0,576.0,864.0,864,1971,1,1971,5,7560,NAmes,1Story,MetalSd,123000
4,864,2.0,576.0,864.0,864,1972,1,1972,5,12735,NAmes,1Story,MetalSd,111250
6,1337,2.0,511.0,1405.0,1337,1998,2,1999,5,4060,NAmes,1Story,MetalSd,181000
6,987,1.0,264.0,483.0,483,1973,1,1973,5,1680,BrDale,2Story,HdBoard,103400
6,987,1.0,264.0,483.0,483,1973,1,1973,5,1680,BrDale,2Story,HdBoard,100000
6,987,1.0,352.0,483.0,483,1972,1,1972,5,1890,BrDale,2Story,HdBoard,100500
6,987,1.0,280.0,483.0,483,1970,1,1970,5,1869,BrDale,2Story,HdBoard,106000
6,987,1.0,264.0,483.0,483,1971,1,1971,4,1680,BrDale,2Story,HdBoard,85400
6,987,1.0,264.0,483.0,483,1971,1,1971,5,1680,BrDale,2Story,HdBoard,89500
5,1302,1.0,264.0,630.0,630,1972,2,1972,6,1680,BrDale,2Story,HdBoard,111750
6,1069,2.0,440.0,1069.0,1069,1977,2,1977,4,4043,NPkVill,1Story,Plywood,140000
6,1456,2.0,460.0,855.0,855,1975,2,1975,7,2308,NPkVill,2Story,Plywood,143000
7,1055,2.0,440.0,1055.0,1055,1977,2,1977,4,2529,NPkVill,1Story,Plywood,148500
5,892,1.0,264.0,864.0,892,1966,1,1966,5,9477,NAmes,1Story,HdBoard,110000
8,1932,3.0,774.0,1932.0,1932,2008,2,2008,7,12444,NridgHt,1Story,VinylSd,394617
10,2332,3.0,846.0,1682.0,1742,2007,2,2008,9,12474,NridgHt,2Story,VinylSd,426000
10,2084,3.0,1220.0,2078.0,2084,2007,2,2008,7,14803,NridgHt,1Story,CemntBd,385000
9,2713,3.0,858.0,1452.0,1476,2008,2,2008,11,14948,NridgHt,2Story,VinylSd,446261
8,1582,3.0,905.0,1582.0,1582,2007,2,2007,7,12704,NridgHt,1Story,VinylSd,317500
8,1710,3.0,866.0,1710.0,1710,2007,2,2008,6,13891,NridgHt,1Story,VinylSd,372402
8,2464,3.0,650.0,2418.0,2464,2007,2,2007,9,13693,NridgHt,1Story,VinylSd,417500
9,1950,3.0,706.0,1950.0,1950,2007,2,2007,7,14418,NridgHt,1Story,VinylSd,383000
9,2748,3.0,850.0,1850.0,1850,2006,2,2006,9,13418,NridgHt,2Story,VinylSd,390000
10,2790,4.0,1150.0,1620.0,1632,2005,2,2006,10,12539,NridgHt,2Story,CemntBd,460000
9,2331,3.0,1003.0,1414.0,1414,2005,2,2005,9,12151,NridgHt,2Story,CemntBd,379000
8,2088,3.0,656.0,948.0,948,2007,2,2007,10,8899,NridgHt,2Story,VinylSd,250000
8,2332,3.0,756.0,1148.0,1170,2004,2,2004,9,10574,NridgHt,2Story,VinylSd,316000
10,2470,3.0,789.0,2535.0,2470,2003,1,2003,7,12720,NridgHt,1Story,MetalSd,615000
9,2668,3.0,726.0,1572.0,1572,2003,2,2004,10,13688,NridgHt,2Story,VinylSd,412500
7,2046,3.0,871.0,998.0,1006,2003,2,2004,8,10625,NridgHt,2Story,VinylSd,284000
8,1575,3.0,732.0,1603.0,1575,2003,2,2004,7,10845,NridgHt,1Story,VinylSd,284000
8,2649,3.0,746.0,1479.0,1515,2001,2,2002,10,16900,NridgHt,2Story,VinylSd,421250
8,2690,3.0,795.0,1765.0,1804,2003,2,2003,9,16451,NridgHt,2Story,VinylSd,370000
9,1866,3.0,870.0,1858.0,1866,2008,2,2008,7,10110,NridgHt,1Story,MetalSd,336860
9,1702,3.0,1052.0,1702.0,1702,2008,1,2008,7,8769,NridgHt,1Story,MetalSd,367294
7,1367,2.0,484.0,1367.0,1367,2005,2,2005,6,12304,NridgHt,1Story,VinylSd,192000
8,1518,2.0,588.0,1518.0,1518,2003,1,2004,6,12677,NridgHt,1Story,MetalSd,274000
9,1684,2.0,564.0,1684.0,1684,2005,2,2005,6,8849,NridgHt,1Story,MetalSd,266000
9,1800,3.0,944.0,1800.0,1800,2007,2,2008,6,8232,NridgHt,1Story,MetalSd,370967
8,1342,2.0,550.0,1342.0,1342,2006,2,2007,6,6240,NridgHt,1Story,MetalSd,234250
8,1342,2.0,550.0,1342.0,1342,2006,2,2007,6,6240,NridgHt,1Story,MetalSd,219500
7,1626,2.0,474.0,764.0,764,2003,2,2004,6,2448,NridgHt,2Story,VinylSd,155000
7,1626,2.0,474.0,764.0,764,2003,2,2004,6,2448,NridgHt,2Story,VinylSd,154000
7,1358,2.0,484.0,1358.0,1358,2004,2,2004,6,8198,NridgHt,1Story,VinylSd,207000
7,1455,3.0,644.0,1415.0,1455,2003,2,2003,6,3940,Blmngtn,1Story,VinylSd,195000
7,1576,3.0,668.0,1393.0,1576,2004,2,2004,7,3940,Blmngtn,1Story,VinylSd,219990
7,1504,2.0,437.0,1346.0,1504,2005,2,2006,7,3182,Blmngtn,1Story,VinylSd,191000
7,1266,2.0,388.0,1266.0,1266,2007,2,2007,6,3182,Blmngtn,1Story,VinylSd,159895
7,1246,2.0,428.0,1146.0,1246,2007,2,2008,5,3710,Blmngtn,1Story,WdShing,187687
6,1515,2.0,393.0,789.0,813,2004,2,2004,8,9024,Gilbert,2Story,VinylSd,179000
6,1593,2.0,398.0,839.0,864,2004,2,2004,8,7415,Gilbert,2Story,VinylSd,193000
7,1166,2.0,400.0,856.0,1166,2005,2,2005,5,9587,Gilbert,SLvl,VinylSd,190000
6,1456,2.0,400.0,728.0,728,2005,2,2005,8,8029,Gilbert,2Story,VinylSd,176000
7,1720,2.0,400.0,840.0,840,2002,2,2003,7,8010,Gilbert,2Story,VinylSd,188000
7,1986,2.0,434.0,847.0,847,2003,2,2003,9,8396,Gilbert,2Story,VinylSd,213000
7,1358,2.0,484.0,1350.0,1358,2007,2,2008,6,7301,NridgHt,1Story,VinylSd,217300
6,1792,2.0,451.0,936.0,962,2000,2,2000,8,10261,Gilbert,2Story,VinylSd,186500
7,1892,2.0,431.0,982.0,1008,2000,2,2001,8,8220,Gilbert,2Story,VinylSd,226750
7,1490,2.0,388.0,788.0,788,2004,2,2005,8,15384,Gilbert,2Story,VinylSd,184000
7,1414,2.0,403.0,707.0,707,2002,2,2002,6,7750,Gilbert,2Story,VinylSd,176000
7,2322,2.0,400.0,1037.0,1037,1999,2,2000,8,12460,Gilbert,2Story,VinylSd,225000
7,1651,2.0,450.0,831.0,873,1999,2,1999,7,8390,Gilbert,2Story,VinylSd,185900
8,2199,2.0,516.0,1173.0,1182,1997,2,1997,9,9660,NoRidge,2.5Unf,HdBoard,284500
8,2630,3.0,696.0,1470.0,1470,1998,2,1998,8,9200,NoRidge,2Story,VinylSd,315000
8,2198,3.0,836.0,1145.0,1145,2000,2,2000,9,14260,NoRidge,2Story,VinylSd,250000
9,2172,3.0,687.0,1519.0,1533,2000,2,2000,8,11000,NoRidge,2Story,VinylSd,291000
8,2006,3.0,938.0,1982.0,2006,1998,2,1998,5,11675,NoRidge,1Story,VinylSd,350000
7,2125,2.0,576.0,1064.0,1064,1996,2,1997,12,10990,NoRidge,2Story,VinylSd,279500
8,2501,3.0,751.0,1242.0,1251,1995,2,1995,9,11929,NoRidge,2Story,VinylSd,290000
8,2113,3.0,839.0,2109.0,2113,1995,2,1995,7,10437,NoRidge,1Story,MetalSd,350000
7,2418,3.0,983.0,1311.0,1325,1993,2,1994,9,10542,NoRidge,2Story,Wd Sdng,341000
7,2197,3.0,783.0,1080.0,1108,1993,2,1994,9,10010,NoRidge,2Story,VinylSd,287500
7,2127,2.0,525.0,1223.0,1223,1994,2,1994,5,10944,NoRidge,2Story,VinylSd,271000
8,1987,2.0,691.0,1986.0,1987,1994,2,1994,7,14303,NoRidge,1Story,HdBoard,301500
8,1580,3.0,830.0,1580.0,1580,2007,2,2008,7,11932,Somerst,1Story,VinylSd,235128
6,1933,3.0,668.0,894.0,894,2007,2,2007,9,14598,Somerst,2Story,VinylSd,214000
8,1574,3.0,824.0,1574.0,1574,2006,2,2006,7,11957,Somerst,1Story,VinylSd,232000
7,1578,3.0,642.0,1578.0,1578,2006,2,2006,7,13253,Somerst,1Story,VinylSd,240000
9,1506,2.0,592.0,1498.0,1506,2008,2,2008,6,14587,Somerst,1Story,VinylSd,264132
8,1563,3.0,758.0,1563.0,1563,2007,2,2007,6,10206,Somerst,1Story,VinylSd,245000
7,1428,2.0,554.0,1417.0,1428,2008,2,2008,6,12274,Somerst,1Story,VinylSd,227680
8,1861,3.0,851.0,1341.0,1341,2007,3,2007,7,9801,Somerst,2Story,VinylSd,257000
8,1874,3.0,880.0,955.0,955,2007,2,2008,8,9428,Somerst,2Story,VinylSd,297900
8,1460,2.0,480.0,1460.0,1460,2006,2,2007,6,10037,Somerst,1Story,VinylSd,247000
8,1372,2.0,588.0,1363.0,1372,2007,2,2008,6,8640,Somerst,1Story,VinylSd,212700
7,1372,2.0,529.0,1372.0,1372,2007,2,2008,6,8640,Somerst,1Story,VinylSd,250580
7,1428,2.0,480.0,1428.0,1428,2007,2,2008,6,11639,Somerst,1Story,CemntBd,182000
7,1768,2.0,603.0,866.0,866,2005,2,2005,7,9803,Somerst,2Story,VinylSd,226700
8,1992,2.0,648.0,1053.0,1053,2003,2,2004,9,9375,Somerst,2Story,VinylSd,250000
7,1958,3.0,936.0,1026.0,1026,2005,2,2005,9,10625,Somerst,2Story,CemntBd,250000
8,2078,3.0,836.0,1034.0,1050,2007,2,2008,8,10800,Somerst,2Story,VinylSd,339750
7,1665,2.0,562.0,813.0,822,2007,2,2007,7,8125,Somerst,2Story,CemntBd,205950
8,1660,3.0,660.0,1660.0,1660,2007,2,2007,7,10625,Somerst,1Story,VinylSd,256000
7,1218,2.0,462.0,1218.0,1218,2007,2,2008,6,7500,Somerst,1Story,CemntBd,230348
6,1728,2.0,673.0,864.0,864,2003,2,2003,7,8791,Somerst,2Story,VinylSd,207500
7,1080,0.0,0.0,1080.0,1080,2004,1,2005,6,7500,SawyerW,1Story,VinylSd,141000
6,1696,2.0,542.0,835.0,835,2003,2,2003,7,10110,SawyerW,2Story,VinylSd,188000
7,1663,2.0,478.0,835.0,835,2003,2,2004,8,12774,SawyerW,2Story,VinylSd,192500
6,1175,0.0,0.0,1175.0,1175,2005,1,2006,6,13072,SawyerW,1Story,VinylSd,146000
5,1114,2.0,576.0,1114.0,1114,2004,1,2004,6,13695,SawyerW,1Story,VinylSd,159000
6,1114,2.0,576.0,1114.0,1114,2003,1,2004,6,13695,SawyerW,1Story,VinylSd,155000
6,1640,2.0,520.0,798.0,798,2004,2,2004,6,8366,SawyerW,2Story,VinylSd,173000
7,1162,2.0,483.0,1162.0,1162,2007,2,2007,6,9260,SawyerW,1Story,VinylSd,170000
6,1609,2.0,525.0,754.0,754,1995,2,1995,6,8453,SawyerW,2Story,VinylSd,182000
6,1680,2.0,474.0,886.0,886,1993,2,1994,7,8480,SawyerW,2Story,HdBoard,163000
6,1679,2.0,575.0,1408.0,1679,1994,2,1998,7,8125,SawyerW,1Story,HdBoard,193500
7,1657,2.0,483.0,832.0,832,1994,2,1995,6,14565,SawyerW,2Story,VinylSd,189000
6,1677,2.0,627.0,827.0,827,2001,2,2001,7,8450,SawyerW,2Story,VinylSd,190500
7,1737,2.0,506.0,836.0,844,1992,2,1992,7,8285,SawyerW,2Story,HdBoard,175000
6,1294,2.0,496.0,1278.0,1294,1991,2,1991,6,7153,SawyerW,1Story,HdBoard,179200
6,1710,2.0,506.0,832.0,832,1993,2,1993,7,9291,SawyerW,2Story,HdBoard,187000
6,1617,2.0,533.0,1604.0,1617,1993,2,1994,5,8012,SawyerW,1Story,Plywood,193000
6,1199,2.0,530.0,1199.0,1199,1993,2,1993,5,7892,SawyerW,1Story,Plywood,153900
5,984,1.0,384.0,984.0,984,1963,1,1963,5,9100,Sawyer,1Story,Wd Sdng,128000
5,912,1.0,352.0,912.0,912,1962,1,1962,4,12968,Sawyer,1Story,HdBoard,144000
5,864,1.0,420.0,864.0,864,1961,1,2007,5,8100,Sawyer,1Story,Wd Sdng,135000
5,890,1.0,308.0,890.0,890,1968,1,1968,5,8450,Sawyer,1Story,HdBoard,115000
5,864,1.0,276.0,864.0,864,1963,1,1963,5,6360,Sawyer,1Story,Wd Sdng,119916
6,912,1.0,288.0,912.0,912,1961,1,1996,5,6768,Sawyer,1Story,HdBoard,142000
6,1430,2.0,484.0,1430.0,1430,1974,2,1974,6,19508,Veenker,1Story,HdBoard,192000
5,1641,2.0,490.0,1001.0,1001,1972,2,1972,5,10759,Sawyer,1.5Fin,HdBoard,140000
6,2683,2.0,473.0,930.0,1364,1990,2,1991,9,9205,NoRidge,2Story,HdBoard,290000
9,2786,2.0,636.0,1848.0,1827,1993,2,1994,10,11025,NoRidge,1.5Fin,Wd Sdng,372500
7,1391,2.0,530.0,1391.0,1391,2004,2,2004,5,4282,Somerst,1Story,MetalSd,196000
7,1250,2.0,625.0,625.0,625,2006,2,2007,5,4017,Somerst,2Story,MetalSd,171900
7,1245,2.0,495.0,1235.0,1245,2004,2,2005,5,3435,Somerst,1Story,MetalSd,178000
6,1200,2.0,480.0,600.0,600,2005,2,2005,5,3180,Somerst,2Story,MetalSd,165000
7,1392,2.0,540.0,689.0,703,2007,2,2007,5,3180,Somerst,2Story,VinylSd,146000
7,1392,2.0,540.0,689.0,703,2007,2,2007,5,3604,Somerst,2Story,VinylSd,146000
7,1501,2.0,440.0,744.0,757,1999,2,1999,6,2280,Somerst,2Story,MetalSd,179400
6,1549,2.0,440.0,744.0,757,1999,2,1999,6,2280,Somerst,2Story,MetalSd,172900
9,1638,2.0,495.0,1614.0,1638,2000,2,2000,5,4765,Somerst,1Story,MetalSd,300000
9,1310,2.0,545.0,1310.0,1310,2001,1,2001,5,4538,Somerst,1Story,VinylSd,285000
9,1419,2.0,588.0,1419.0,1419,2001,1,2001,5,4385,Somerst,1Story,VinylSd,290000
9,1557,2.0,484.0,1557.0,1557,1999,2,2000,5,4109,Somerst,1Story,VinylSd,305000
9,1709,2.0,506.0,1698.0,1709,1999,2,2000,5,5119,Somerst,1Story,MetalSd,328900
7,1252,2.0,462.0,600.0,624,1999,2,2000,4,2160,Somerst,2Story,MetalSd,160000
7,1404,2.0,462.0,672.0,684,1999,2,2000,5,2160,Somerst,SLvl,VinylSd,170000
7,1789,2.0,546.0,858.0,872,2001,2,2001,7,10646,Somerst,2Story,VinylSd,223000
8,1586,2.0,480.0,960.0,962,1999,2,1999,7,2645,Somerst,2Story,MetalSd,170000
8,1607,2.0,480.0,960.0,962,1999,2,2000,7,2645,Somerst,2Story,MetalSd,200000
10,2393,2.0,846.0,970.0,1469,1998,2,1999,7,3951,Somerst,2Story,BrkFace,345000
8,1288,2.0,500.0,1260.0,1288,1996,1,1996,4,14963,Veenker,1Story,BrkFace,245500
8,1239,2.0,477.0,1230.0,1239,1995,1,1995,4,11064,Veenker,1Story,BrkFace,217500
8,1719,2.0,473.0,1719.0,1719,1993,1,1993,6,10846,Veenker,1Story,BrkFace,324000
6,1232,2.0,516.0,1232.0,1232,1984,2,1984,6,11120,Veenker,1Story,Plywood,162500
9,2944,3.0,864.0,994.0,1599,1977,2,1977,9,24572,Veenker,2Story,Wd Sdng,150000
8,1671,2.0,550.0,1426.0,1671,1976,3,2007,6,16280,Veenker,1Story,VinylSd,290000
7,1812,2.0,469.0,952.0,952,2002,2,2002,7,7500,Somerst,2Story,VinylSd,205000
7,1682,2.0,530.0,1304.0,1682,1970,2,1970,7,10400,NWAmes,1Story,Plywood,174000
